name,dosageType,generic,strength,manufacturer,UnitPrice,PackageSize
Azisan,Tablet,Azilsartan Medoxomil,40 mg,Renata Limited,12.00,(30's pack: ৳ 360.00)
Azisan,Tablet,Azilsartan Medoxomil,80 mg,Renata Limited,22.00,(30's pack: ৳ 660.00)
Azirox,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Navana Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 100.00
Azirox,Tablet,Azithromycin Dihydrate,500 mg,Navana Pharmaceuticals Ltd.,35.11,(18's pack: ৳ 632.00)
Azirex,Tablet,Azithromycin Dihydrate,500 mg,Belsen Pharmaceuticals Ltd.,30.00,(6's pack: ৳ 180.00)
Azinil,Ophthalmic Solution,Azithromycin Dihydrate (Ophthalmic),1%,Apex Pharmaceuticals Ltd.,2.5,2.5 ml drop: ৳ 110.00
Azinil,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Apex Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 85.00
Azinil,Tablet,Azithromycin Dihydrate,500 mg,Apex Pharmaceuticals Ltd.,35.00,(12's pack: ৳ 420.00)
Azinil,Tablet,Azithromycin Dihydrate,250 mg,Apex Pharmaceuticals Ltd.,25.00,(12's pack: ৳ 300.00)
Azinaaf,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Naafco Pharma Ltd.,20,20 ml bottle: ৳ 85.00
Azinaaf,Tablet,Azithromycin Dihydrate,500 mg,Naafco Pharma Ltd.,33.00,(6's pack: ৳ 198.00)
Actose,Tablet,Pioglitazone,30 mg,UniMed UniHealth,15.00,(20's pack: ৳ 300.00)
Azopres,Ophthalmic Suspension,Brinzolamide,1%,Ibn Sina Pharmaceuticals Ltd.,5,5 ml drop: ৳ 500.00
Azonox,Capsule,Itraconazole,100 mg,Opsonin Pharma Ltd.,15.00,(24's pack: ৳ 360.00)
Azonam,IM/IV Injection,Aztreonam,1 gm/5 ml,Incepta Pharmaceuticals Ltd.,1,1 gm vial: ৳ 400.00
Azomid,Ophthalmic Suspension,Brinzolamide,1%,Beximco Pharmaceuticals Ltd.,5,5 ml drop: ৳ 500.00
Azomac,Tablet,Azithromycin Dihydrate,500 mg,General Pharmaceuticals Ltd.,35.00,(12's pack: ৳ 420.00)
Azomac,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,General Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 100.00
Azolin,Nasal Drop,Oxymetazoline Hydrochloride (Nasal Preparation),0.05%,ACME Laboratories Ltd.,10,10 ml drop: ৳ 45.13
Azolin,Nasal Drop,Oxymetazoline Hydrochloride (Nasal Preparation),0.03%,ACME Laboratories Ltd.,10,10 ml drop: ৳ 40.12
Azole,Oral Suspension,Albendazole,200 mg/5 ml,Biopharma Laboratories Ltd.,10,10 ml bottle: ৳ 18.00
Azole,Chewable Tablet,Albendazole,400 mg,Biopharma Laboratories Ltd.,5.00,(30's pack: ৳ 150.00)
Azobrin Plus,Ophthalmic Suspension,Brinzolamide + Brimonidine Tartrate,1%+0.2%,Healthcare Pharmaceuticals Ltd.,5,5 ml drop: ৳ 550.00
Azobrin,Ophthalmic Suspension,Brinzolamide,1%,Healthcare Pharmaceuticals Ltd.,5,5 ml drop: ৳ 500.00
Azo,Tablet,Azithromycin Dihydrate,500 mg,Delta Pharma Ltd.,30.00,(12's pack: ৳ 360.00)
Azo,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Delta Pharma Ltd.,15,15 ml bottle: ৳ 90.00
Azmin,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Modern Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 85.00
Azmin,Tablet,Azithromycin Dihydrate,500 mg,Modern Pharmaceuticals Ltd.,30.00,(8's pack: ৳ 240.00)
Azmet,Syrup,Salbutamol,2 mg/5 ml,Medicon Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 14.77
Azmasol,Respirator Solution,Salbutamol,5 mg/ml,Beximco Pharmaceuticals Ltd.,20,20 ml pack: ৳ 120.00
Azmasol,Respirator Solution,Salbutamol,2.5 mg/3 ml,Beximco Pharmaceuticals Ltd.,3,(5's pack: ৳ 80.00)
Azmasol,Inhaler,Salbutamol (Inhaler),100 mcg/puff,Beximco Pharmaceuticals Ltd.,200,200 metered doses: ৳ 250.00
Azmasol,Inhaler,Salbutamol (Inhaler),100 mcg/puff,Beximco Pharmaceuticals Ltd.,200,200 metered doses (refill): ৳ 220.00
Azix,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Amico Laboratories Ltd.,15,15 ml bottle: ৳ 85.00
Azix,Tablet,Azithromycin Dihydrate,500 mg,Amico Laboratories Ltd.,30.00,(12's pack: ৳ 360.00)
Azitra,Tablet,Azithromycin Dihydrate,500 mg,MST Pharma,30.00,(6's pack: ৳ 180.00)
Azitor,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Central Pharmaceuticals Ltd.,35,35 ml bottle: ৳ 140.00
Azitor,Tablet,Azithromycin Dihydrate,500 mg,Central Pharmaceuticals Ltd.,30.00,(5's pack: ৳ 150.00)
Azithromycin,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Premier Pharmaceuticals Ltd.,30,30 ml bottle: ৳ 120.00
Azithromax,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Ziska Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 85.00
Azithromax,Tablet,Azithromycin Dihydrate,500 mg,Ziska Pharmaceuticals Ltd.,35.00,(10's pack: ৳ 350.00)
Azithrogen,Tablet,Azithromycin Dihydrate,500 mg,Biogen Pharmaceuticals Ltd.,30.00,"(6's pack: ৳ 180.00),(12's pack: ৳ 360.00)"
Actomeg,Tablet,Pioglitazone + Metformin Hydrochloride,15 mg+500 mg,UniMed UniHealth,9.00,(20's pack: ৳ 180.00)
B-Mycin,Topical Powder,Neomycin Sulfate + Bacitracin Zinc,(5 mg+250 IU)/gm,Gaco Pharmaceuticals Ltd.,5,(12's pack: ৳ 120.36)
B-Dexa,Tablet,Dexamethasone,0.5 mg,Belsen Pharmaceuticals Ltd.,0.50,(100's pack: ৳ 50.00)
B-Cort,Ophthalmic Solution,Betamethasone Sodium Phosphate,0.10%,Globe Pharmaceuticals Ltd.,5,5 ml drop: ৳ 30.00
B-Cef,Tablet,Cetirizine Hydrochloride,10 mg,Belsen Pharmaceuticals Ltd.,2.50,(100's pack: ৳ 250.00)
B-Cef,Syrup,Cetirizine Hydrochloride,5 mg/5 ml,Belsen Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 20.00
B-Card,Tablet,Atenolol,50 mg,Nipa Pharmaceuticals Ltd.,0.77,(100's pack: ৳ 76.99)
B-50 Forte,Syrup,Vitamin B complex,,Square Pharmaceuticals Ltd.,200,200 ml bottle: ৳ 62.19
B-50 Forte,Capsule,Vitamin B complex,,Square Pharmaceuticals Ltd.,1.25,(250's pack: ৳ 312.50)
B-50 Forte,IM/IV Injection,Vitamin B complex,,Square Pharmaceuticals Ltd.,2,(20's pack: ৳ 200.60)
B Easy,Chewable Tablet,Montelukast Sodium,5 mg,Gaco Pharmaceuticals Ltd.,7.01,(30's pack: ৳ 210.20)
B Easy,Tablet,Montelukast Sodium,10 mg,Gaco Pharmaceuticals Ltd.,14.00,(30's pack: ৳ 420.00)
Azyth,Capsule,Azithromycin Dihydrate,250 mg,SANDOZ (A Novartis Division),30.00,(10's pack: ৳ 300.00)
Azyth,Tablet,Azithromycin Dihydrate,500 mg,SANDOZ (A Novartis Division),55.50,(9's pack: ৳ 499.50)
Azyth,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,SANDOZ (A Novartis Division),15,15 ml bottle: ৳ 116.00
Aztrum-I,Eye Capsule,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,Apex Pharmaceuticals Ltd.,8.00,(32's pack: ৳ 256.00)
Aztrum Silver,Tablet,Multivitamin & Multimineral [A-Z silver preparation],,Apex Pharmaceuticals Ltd.,5.50,(30's pack: ৳ 165.00)
Aztrum Kidz,Syrup,Multivitamin & Multimineral [A-Z juniors syrup preparation],,Apex Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 85.00
Aztrum Gold,Tablet,Multivitamin & Multimineral [A-Z gold preparation],,Apex Pharmaceuticals Ltd.,6.00,"(15's pack: ৳ 90.00),(30's pack: ৳ 180.00)"
Aztrum A-Z,Tablet,Multivitamin & Multimineral,,Apex Pharmaceuticals Ltd.,7.00,(30's pack: ৳ 210.00)
Aztor,Tablet,Atorvastatin Calcium,10 mg,Sun Pharmaceutical Ltd.,10.09,(50's pack: ৳ 504.50)
Aztor,Tablet,Atorvastatin Calcium,40 mg,Sun Pharmaceutical Ltd.,24.00,(30's pack: ৳ 720.00)
Aztor,Tablet,Atorvastatin Calcium,20 mg,Sun Pharmaceutical Ltd.,18.16,(30's pack: ৳ 544.80)
AztaCap,Capsule,Astaxanthin,4 mg,Incepta Pharmaceuticals Ltd.,22.00,(20's pack: ৳ 440.00)
Azro,Tablet,Azithromycin Dihydrate,500 mg,Nipa Pharmaceuticals Ltd.,30.00,(12's pack: ৳ 360.00)
Azro,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Nipa Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 85.01
Azovit Gold,Tablet,Multivitamin & Multimineral [A-Z gold preparation],,Novo Healthcare and Pharma Ltd.,6.02,"(15's pack: ৳ 90.27),(30's pack: ৳ 180.54)"
Azosil,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Silco Pharmaceutical Ltd.,15,15 ml bottle: ৳ 85.00
Azosil,Tablet,Azithromycin Dihydrate,500 mg,Silco Pharmaceutical Ltd.,35.00,(12's pack: ৳ 420.00)
Azopt,Ophthalmic Solution,Dorzolamide + Timolol,2%+0.5%,Ibn Sina Pharmaceuticals Ltd.,5,5 ml drop: ৳ 550.00
Azopres BR,Ophthalmic Suspension,Brinzolamide + Brimonidine Tartrate,1%+0.2%,Ibn Sina Pharmaceuticals Ltd.,5,5 ml drop: ৳ 550.00
Actomeg,Tablet,Pioglitazone + Metformin Hydrochloride,15 mg+850 mg,UniMed UniHealth,10.00,(20's pack: ৳ 200.00)
Baclodol,Tablet,Baclofen,10 mg,Astra Biopharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Baclobac,Tablet,Baclofen,10 mg,Pharmasia Limited,8.03,(30's pack: ৳ 240.90)
Baclobac,Tablet,Baclofen,5 mg,Pharmasia Limited,4.52,(30's pack: ৳ 135.60)
Baclium,Tablet,Baclofen,10 mg,Virgo Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Baclax,Tablet,Baclofen,10 mg,Silco Pharmaceutical Ltd.,8.00,(30's pack: ৳ 240.00)
Backtone,Tablet,Baclofen,10 mg,Radiant Pharmaceuticals Ltd.,10.03,(30's pack: ৳ 300.90)
Backtone,Tablet,Baclofen,5 mg,Radiant Pharmaceuticals Ltd.,5.50,(50's pack: ৳ 275.00)
Bacilex,Tablet,Pivmecillinam,200 mg,Pharmadesh Laboratories Ltd.,18.00,(20's pack: ৳ 360.00)
Bacilax,Capsule,Probiotic Combination [9 Billion],9 billion,Square Pharmaceuticals Ltd.,25.00,(30's pack: ৳ 750.00)
Bacifen,Tablet,Baclofen,10 mg,Biopharma Laboratories Ltd.,8.00,(30's pack: ৳ 240.00)
Bacben,Tablet,Baclofen,10 mg,Benham Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Bacaid,Tablet,Baclofen,5 mg,Labaid Pharma Ltd.,4.50,(30's pack: ৳ 134.87)
Bacaid,Tablet,Baclofen,10 mg,Labaid Pharma Ltd.,8.27,(30's pack: ৳ 248.12)
Babysol Junior,IV Infusion,Sodium Chloride + Dextrose,0.45%+5%,Opso Saline Ltd.,500,500 ml bag: ৳ 73.38
Babysol,IV Infusion,Sodium Chloride + Dextrose,0.225%+5%,Opso Saline Ltd.,500,500 ml bag: ৳ 73.38
Babykion,Injection,Phytomenadione (Injection),2 mg/0.2 ml,Chemist Laboratories  Ltd.,2,(5's pack: ৳ 100.00)
Baby Zinc,Dispersible Tablet,Zinc Sulfate Monohydrate,20 mg,ACME Laboratories Ltd.,1.76,(100's pack: ৳ 176.00)
Baby saline,IV Infusion,Sodium Chloride + Dextrose,0.225%+5%,Libra Infusions Ltd.,250,250 ml bag: ৳ 55.20
Babiz,Syrup,Vitamin B Complex + Zinc,,Rangs Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 45.13
B3,Tablet,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,Al-Madina Pharmaceuticals Ltd.,7.00,(50's pack: ৳ 350.00)
B126,Tablet,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,Popular Pharmaceuticals Ltd.,8.00,(60's pack: ৳ 480.00)
B-Zn,Syrup,Zinc Sulfate Monohydrate,10 mg/5 ml,Benham Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 35.00
B-Vit 4,Tablet,Vitamin B complex,,Cosmic Pharma Ltd.,200,200 tablet strip: ৳ 86.00
B-Sol,Irrigation Solution,Balanced Salt Solution,,Popular Pharmaceuticals Ltd.,500,500 ml bottle: ৳ 250.00
B-Prolol,Tablet,Bisoprolol Hemifumarate,2.5 mg,Sharif Pharmaceuticals Ltd.,6.01,(30's pack: ৳ 180.31)
B-Plus,Syrup,Vitamin B complex,,Somatec Pharmaceuticals Ltd.,200,200 ml bottle: ৳ 62.18
B-Plex,Tablet,Vitamin B complex,,Ad-din Pharmaceuticals Ltd.,0.46,(45's pack: ৳ 20.70)
B-Plex,Syrup,Vitamin B complex,,Ad-din Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 20.84
B-One,Tablet,Thiamine Hydrochloride,100 mg,Alco Pharma Ltd.,0.74,(100's pack: ৳ 74.00)
B-Mycin,Ointment,Neomycin Sulfate + Bacitracin Zinc,(5 mg+500 IU)/gm,Gaco Pharmaceuticals Ltd.,10,10 gm tube: ৳ 17.36
Actolin,Syrup,Salbutamol,2 mg/5 ml,Globe Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 23.00
Bactin,Tablet,Ciprofloxacin,250 mg,Ibn Sina Pharmaceuticals Ltd.,8.54,(20's pack: ৳ 170.80)
Bactin,Tablet,Ciprofloxacin,500 mg,Ibn Sina Pharmaceuticals Ltd.,15.00,(30's pack: ৳ 450.00)
Bactikil,Tablet,Cefuroxime Axetil,250 mg,Edruc Limited,25.00,(18's pack: ৳ 450.00)
Bactikil,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Edruc Limited,70,70 ml bottle: ৳ 198.00
Bactikil,Tablet,Cefuroxime Axetil,500 mg,Edruc Limited,45.00,(8's pack: ৳ 360.00)
Bactazim,Capsule,Cefixime Trihydrate,200 mg,Silco Pharmaceutical Ltd.,35.00,(16's pack: ৳ 560.00)
Bactazim,Powder for Suspension,Cefixime Trihydrate,100 mg/5 ml,Silco Pharmaceutical Ltd.,50,50 ml bottle: ৳ 195.00
Bactazim,Capsule,Cefixime Trihydrate,400 mg,Silco Pharmaceutical Ltd.,50.00,(8's pack: ৳ 400.00)
Bactamox,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Renata Limited,100,100 ml bottle: ৳ 45.52
Bactamox,Tablet,Amoxicillin Trihydrate,500 mg,Renata Limited,5.81,(50's pack: ৳ 290.50)
Bactamox,Pediatric Drops,Amoxicillin Trihydrate,125 mg/1.25 ml,Renata Limited,15,15 ml bottle: ৳ 28.32
Bactamox,Tablet,Amoxicillin Trihydrate,250 mg,Renata Limited,3.38,(100's pack: ৳ 338.00)
Bactacef DS,Powder for Suspension,Cephradine,250 mg/5 ml,Silco Pharmaceutical Ltd.,100,100 ml bottle: ৳ 120.00
Bactacef,Powder for Suspension,Cephradine,125 mg/5 ml,Silco Pharmaceutical Ltd.,100,100 ml bottle: ৳ 80.00
Bactacef,Capsule,Cephradine,500 mg,Silco Pharmaceutical Ltd.,12.50,(20's pack: ৳ 250.00)
Bactab,Tablet,Baclofen,10 mg,Rangs Pharmaceuticals Ltd.,8.03,(30's pack: ৳ 240.90)
Bacron,Ointment,Mupirocin,2% w/w,Biopharma Laboratories Ltd.,10,10 gm tube: ৳ 140.00
Bacofen,Tablet,Baclofen,5 mg,Ibn Sina Pharmaceuticals Ltd.,4.50,(50's pack: ৳ 225.00)
Bacofen,Tablet,Baclofen,10 mg,Ibn Sina Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Bacnil,Tablet,Levofloxacin Hemihydrate,500 mg,Rephco Pharmaceuticals Ltd.,15.00,(20's pack: ৳ 300.00)
Bacmax,Tablet,Baclofen,10 mg,Drug International Ltd.,8.00,(28's pack: ৳ 224.00)
Bacmax,Tablet,Baclofen,5 mg,Drug International Ltd.,4.50,(56's pack: ৳ 252.00)
Baclon,Tablet,Baclofen,10 mg,Orion Pharma Ltd.,8.06,(30's pack: ৳ 241.80)
Baclon,Tablet,Baclofen,5 mg,Orion Pharma Ltd.,4.54,(50's pack: ৳ 227.00)
Baclomax,Tablet,Baclofen,10 mg,Veritas Pharmaceuticals Ltd.,10.00,(30's pack: ৳ 300.00)
Baclomark,Tablet,Baclofen,10 mg,Hallmark Pharmaceuticals Ltd.,6.02,(30's pack: ৳ 180.60)
Bacloflex,Tablet,Baclofen,10 mg,Somatec Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Baclofen,Tablet,Baclofen,10 mg,Amico Laboratories Ltd.,7.00,(20's pack: ৳ 140.00)
Baclofen,Tablet,Baclofen,10 mg,Apex Pharmaceuticals Ltd.,7.00,(30's pack: ৳ 210.00)
Baclof,Tablet,Baclofen,10 mg,Pacific Pharmaceuticals Ltd.,9.50,(30's pack: ৳ 285.00)
Actolin,Tablet,Salbutamol,4 mg,Globe Pharmaceuticals Ltd.,0.40,(100's pack: ৳ 40.00)
Bambelor,Tablet,Bambuterol Hydrochloride,10 mg,Incepta Pharmaceuticals Ltd.,1.50,(100's pack: ৳ 150.00)
Bambelor,Tablet,Bambuterol Hydrochloride,20 mg,Incepta Pharmaceuticals Ltd.,3.00,(100's pack: ৳ 300.00)
Bambelor,Oral Solution,Bambuterol Hydrochloride,5 mg/5 ml,Incepta Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 25.00
Baloxa,Tablet,Baloxavir Marboxil,20 mg,Beximco Pharmaceuticals Ltd.,2,2 tablet pack: ৳ 300.00
Baloxa,Tablet,Baloxavir Marboxil,40 mg,Beximco Pharmaceuticals Ltd.,2,2 tablet pack: ৳ 500.00
Balovir,Tablet,Baloxavir Marboxil,40 mg,ACME Laboratories Ltd.,1,1 tablet pack: ৳ 360.00
Baloflu,Tablet,Baloxavir Marboxil,20 mg,Navana Pharmaceuticals Ltd.,0,
Baloflu,Tablet,Baloxavir Marboxil,40 mg,Navana Pharmaceuticals Ltd.,0,
Balo,Tablet,Baclofen,10 mg,Medicon Pharmaceuticals Ltd.,7.58,(30's pack: ৳ 227.26)
Balancia,Tablet,Citicoline Sodium,500 mg,Aristopharma Ltd.,50.00,(10's pack: ৳ 500.00)
Bakticef,IV Injection,Ceftriaxone Sodium,2 gm/vial,Opso Saline Ltd.,2,2 gm vial: ৳ 301.12
Bakticef,IV Injection,Ceftriaxone Sodium,1 gm/vial,Opso Saline Ltd.,1,1 gm vial: ৳ 190.00
Bakticef,IM Injection,Ceftriaxone Sodium,500 mg/vial,Opso Saline Ltd.,500,500 mg vial: ৳ 130.00
Bactropen,Ointment,Mupirocin,2% w/w,NIPRO JMI Pharma Ltd.,10,10 gm tube: ৳ 140.00
Bactrocin,Ointment,Mupirocin,2% w/w,Square Pharmaceuticals Ltd.,10,10 gm tube: ৳ 140.42
Bactroban,Ointment,Mupirocin,2% w/w,GlaxoSmithKline,15,15 gm tube: ৳ 140.53
Bactriben,Ointment,Mupirocin,2% w/w,DBL Pharmaceuticals Ltd.,15,15 gm tube: ৳ 180.00
Bactovate,Cream,Betamethasone + Neomycin Sulphate (Topical),0.1%+0.5%,Jenphar Bangladesh Ltd.,10,10 gm tube: ৳ 22.00
Bactokil,Powder for Suspension,Cephradine,125 mg/5 ml,Virgo Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 80.00
Bactokil,Capsule,Cephradine,500 mg,Virgo Pharmaceuticals Ltd.,12.50,(24's pack: ৳ 300.00)
Bactokil,Capsule,Cephradine,250 mg,Virgo Pharmaceuticals Ltd.,6.50,(24's pack: ৳ 156.00)
Bactoderm,Ointment,Mupirocin,2% w/w,UniMed UniHealth,15,15 gm tube: ৳ 180.00
Bactocycline,Capsule,Tetracycline Hydrochloride (Oral),250 mg,Medicon Pharmaceuticals Ltd.,1.65,(100's pack: ৳ 164.76)
Bactin HC,Ophthalmic Suspension,Ciprofloxacin + Hydrocortisone Acetate,0.3%+1%,Ibn Sina Pharmaceuticals Ltd.,10,10 ml drop: ৳ 90.00
Bactin D,Ophthalmic Solution,Ciprofloxacin + Dexamethasone,0.3%+0.1%,Ibn Sina Pharmaceuticals Ltd.,5,5 ml drop: ৳ 75.28
Bactin,Ophthalmic Solution,Ciprofloxacin (Ophthalmic),0.30%,Ibn Sina Pharmaceuticals Ltd.,5,5 ml drop: ৳ 35.14
Bactin,Ophthalmic Ointment,Ciprofloxacin (Ophthalmic),0.30%,Ibn Sina Pharmaceuticals Ltd.,3,3 gm tube: ৳ 35.00
Bactin,Tablet,Ciprofloxacin,750 mg,Ibn Sina Pharmaceuticals Ltd.,18.06,(20's pack: ৳ 361.20)
Actol,Oral Suspension,Paracetamol,120 mg/5 ml,Somatec Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 20.70
Actizen,Syrup,Cetirizine Hydrochloride,5 mg/5 ml,Ambee Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 16.00
Actizen,Tablet,Cetirizine Hydrochloride,10 mg,Ambee Pharmaceuticals Ltd.,2.03,(100's pack: ৳ 203.00)
Bdflox,Powder for Suspension,Flucloxacillin Sodium,125 mg/5 ml,Bengal drugs Ltd.,100,100 ml bottle: ৳ 60.00
Bdflox,Capsule,Flucloxacillin Sodium,500 mg,Bengal drugs Ltd.,10.00,(48's pack: ৳ 480.00)
BC-Card,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Al-Madina Pharmaceuticals Ltd.,6.00,Unit Price: ৳ 6.00
Barri,Tablet,Baricitinib,4 mg,Beximco Pharmaceuticals Ltd.,40.00,(15's pack: ৳ 600.00)
Barixen,Tablet,Baricitinib,2 mg,Everest Pharmaceuticals Ltd.,25.00,Unit Price: ৳ 25.00
Baritor,Tablet,Baricitinib,2 mg,Square Pharmaceuticals Ltd.,25.00,(20's pack: ৳ 500.00)
Baritinib,Tablet,Baricitinib,2 mg,Healthcare Pharmaceuticals Ltd.,25.00,(10's pack: ৳ 250.00)
Barinix,Tablet,Baricitinib,2 mg,ACME Laboratories Ltd.,25.00,(10's pack: ৳ 250.00)
Barinib,Tablet,Baricitinib,2 mg,Eskayef Pharmaceuticals Ltd.,25.00,(10's pack: ৳ 250.00)
Barinez,Tablet,Baricitinib,2 mg,Beacon Pharmaceuticals Ltd.,25.00,(15's pack: ৳ 375.00)
Barif,Tablet,Febuxostat,40 mg,Square Pharmaceuticals Ltd.,12.03,(30's pack: ৳ 360.90)
Barif,Tablet,Febuxostat,80 mg,Square Pharmaceuticals Ltd.,22.06,(10's pack: ৳ 220.60)
Baricit,Tablet,Baricitinib,4 mg,Delta Pharma Ltd.,30.00,(10's pack: ৳ 300.00)
Baricit,Tablet,Baricitinib,2 mg,Delta Pharma Ltd.,20.00,(10's pack: ৳ 200.00)
Baricent,Tablet,Baricitinib,2 mg,Incepta Pharmaceuticals Ltd.,25.00,(20's pack: ৳ 500.00)
Barcavir,Tablet,Entecavir,1 mg,Incepta Pharmaceuticals Ltd.,90.00,(10's pack: ৳ 900.00)
Barcavir,Tablet,Entecavir,0.5 mg,Incepta Pharmaceuticals Ltd.,48.00,(10's pack: ৳ 480.00)
Barbit,Injection,Phenobarbital,200 mg/ml,Incepta Pharmaceuticals Ltd.,1,(5's pack: ৳ 80.00)
Barbit,Oral Solution,Phenobarbital,20 mg/5 ml,Incepta Pharmaceuticals Ltd.,50,50 ml bottle: ৳ 29.06
Barbit,Tablet,Phenobarbital,60 mg,Incepta Pharmaceuticals Ltd.,1.14,(100's pack: ৳ 114.00)
Barbit,Tablet,Phenobarbital,30 mg,Incepta Pharmaceuticals Ltd.,0.78,(100's pack: ৳ 78.00)
Banxyt,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Bristol Pharmaceuticals Ltd.,3.50,(100's pack: ৳ 350.00)
Bantovet-N,Cream,Betamethasone + Neomycin Sulphate (Topical),0.1%+0.5%,DBL Pharmaceuticals Ltd.,10,10 gm tube: ৳ 28.00
Bantovet-CL,Ointment,Betamethasone + Clotrimazole,0.1%+1%,DBL Pharmaceuticals Ltd.,10,10 gm tube: ৳ 30.00
Bantovet,Ointment,Betamethasone Valerate,0.10%,DBL Pharmaceuticals Ltd.,20,20 gm tube: ৳ 40.90
Bantovet,Cream,Betamethasone Valerate,0.10%,DBL Pharmaceuticals Ltd.,20,20 gm tube: ৳ 38.00
Bangay Ultra,Cream,Methyl Salicylate + Menthol + Camphor,30%+10%+4%,Sharif Pharmaceuticals Ltd.,15,15 gm tube: ৳ 95.29
Bangay,Cream,Methyl Salicylate + Menthol,30%+8%,Sharif Pharmaceuticals Ltd.,15,15 gm tube: ৳ 40.12
Bambutol,Tablet,Bambuterol Hydrochloride,20 mg,Chemist Laboratories  Ltd.,3.00,(100's pack: ৳ 300.00)
Bambutol,Tablet,Bambuterol Hydrochloride,10 mg,Chemist Laboratories  Ltd.,1.50,(100's pack: ৳ 150.00)
Activit ZI,Syrup,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,Delta Pharma Ltd.,100,100 ml bottle: ৳ 50.00
Beforte,Capsule,Vitamin B complex,,Doctor’s Chemical Works Ltd.,0.57,(200's pack: ৳ 114.00)
Beforte,Tablet,Vitamin B complex,,Doctor’s Chemical Works Ltd.,0.43,(45's pack: ৳ 19.35)
Beflam,Tablet,Ibuprofen,400 mg,Bengal drugs Ltd.,1.82,(100's pack: ৳ 182.00)
Bedom,Oral Suspension,Domperidone Maleate,5 mg/5 ml,Bengal drugs Ltd.,60,60 ml bottle: ৳ 28.00
Bedom,Tablet,Domperidone Maleate,10 mg,Bengal drugs Ltd.,2.00,(100's pack: ৳ 200.00)
Bedine,Tablet,Ranitidine Hydrochloride,150 mg,Bengal drugs Ltd.,2.00,(100's pack: ৳ 200.00)
Bederm,Cream,Clobetasol Propionate (Topical Preparation),0.05%,Millat Pharmaceuticals Ltd.,10,10 gm tube: ৳ 35.00
Becovir,Tablet,Tenofovir Disoproxil Fumarate,300 mg,Beacon Pharmaceuticals Ltd.,85.25,(8's pack: ৳ 682.00)
Becovent,Inhaler,Beclomethasone Dipropionate (Inhaler),100 mcg/puff,Drug International Ltd.,200,200 metered doses: ৳ 250.00
Becosules Gold,Capsule,Vitamin B complex + Vitamin C,,Renata Limited,3.02,(90's pack: ৳ 271.80)
Becosules,Capsule,Vitamin B complex,,Renata Limited,2.50,(96's pack: ৳ 240.00)
Becospray,Nasal Spray,Beclomethasone Dipropionate (Nasal Spray),50 mcg/spray,Square Pharmaceuticals Ltd.,200,200 metered sprays: ৳ 146.00
Becoson-M,Tablet,Multivitamin & Multimineral,,Hudson Pharmaceuticals Ltd.,1.50,(30's pack: ৳ 45.00)
Becoson,Syrup,Vitamin B complex,,Hudson Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 20.60
